host,replicate_id,tissue,treatment_raw,isolate,concentration,score,is_mixture_treatment,source_file,n_components,is_mixture_clean,mixture_unknown,isolate_1,isolate_2,isolate_3,ratio_1,ratio_2,ratio_3,mixture_label,isolate_clean,treatment_id
SH1152,Plant #3,leaf,FSP 35  10 5/2,FSP35,50000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e5
SH1152,Plant #3,leaf,FSP 35  10 4,FSP35,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e4
SH1152,Plant #3,leaf,FSP 35 10 4/2,FSP35,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e4
SH1152,Plant #4,leaf,FSP 35 10 6,FSP35,1000000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e6
SH1152,Plant #4,leaf,FSP 35  10 6/2,FSP35,500000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e6
SH1152,Plant #4,leaf,FSP 35  10 5,FSP35,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e5
SH1152,Plant #4,leaf,FSP 35  10 5/2,FSP35,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e5
SH1152,Plant #4,leaf,FSP 35  10 4,FSP35,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e4
SH1152,Plant #4,leaf,FSP 35 10 4/2,FSP35,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e4
SH1152,Plant #5,leaf,FSP 35 10 6,FSP35,1000000,3.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e6
SH1152,Plant #5,leaf,FSP 35  10 6/2,FSP35,500000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e6
SH1152,Plant #5,leaf,FSP 35  10 5,FSP35,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e5
SH1152,Plant #5,leaf,FSP 35  10 5/2,FSP35,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e5
SH1152,Plant #5,leaf,FSP 35  10 4,FSP35,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e4
SH1152,Plant #5,leaf,FSP 35 10 4/2,FSP35,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e4
SH1152,Plant #6,leaf,FSP 35 10 6,FSP35,1000000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e6
SH1152,Plant #6,leaf,FSP 35  10 6/2,FSP35,500000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e6
SH1152,Plant #6,leaf,FSP 35  10 5,FSP35,100000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e5
SH1152,Plant #6,leaf,FSP 35  10 5/2,FSP35,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e5
SH1152,Plant #6,leaf,FSP 35  10 4,FSP35,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e4
SH1152,Plant #6,leaf,FSP 35 10 4/2,FSP35,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e4
SH1152,Plant #1,leaf,FSP53 10 6,FSP53,1000000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e6
SH1152,Plant #1,leaf,FSP53  10 6/2,FSP53,500000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e6
SH1152,Plant #1,leaf,FSP53  10 5,FSP53,100000,3.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e5
SH1152,Plant #1,leaf,FSP53  10 5/2,FSP53,50000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e5
SH1152,Plant #1,leaf,FSP53  10 4,FSP53,10000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e4
SH1152,Plant #1,leaf,FSP53 10 4/2,FSP53,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e4
SH1152,Plant #2,leaf,FSP53 10 6,FSP53,1000000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e6
SH1152,Plant #2,leaf,FSP53  10 6/2,FSP53,500000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e6
SH1152,Plant #2,leaf,FSP53  10 5,FSP53,100000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e5
SH1152,Plant #2,leaf,FSP53  10 5/2,FSP53,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e5
SH1152,Plant #2,leaf,FSP53  10 4,FSP53,10000,3,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e4
SH1152,Plant #2,leaf,FSP53 10 4/2,FSP53,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e4
SH1152,Plant #3,leaf,FSP53 10 6,FSP53,1000000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e6
SH1152,Plant #3,leaf,FSP53  10 6/2,FSP53,500000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e6
SH1152,Plant #3,leaf,FSP53  10 5,FSP53,100000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e5
SH1152,Plant #3,leaf,FSP53  10 5/2,FSP53,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e5
SH1152,Plant #3,leaf,FSP53  10 4,FSP53,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e4
SH1152,Plant #3,leaf,FSP53 10 4/2,FSP53,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e4
SH1152,Plant #4,leaf,FSP53 10 6,FSP53,1000000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e6
SH1152,Plant #4,leaf,FSP53  10 6/2,FSP53,500000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e6
SH1152,Plant #4,leaf,FSP53  10 5,FSP53,100000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e5
SH1152,Plant #4,leaf,FSP53  10 5/2,FSP53,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e5
SH1152,Plant #4,leaf,FSP53  10 4,FSP53,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e4
SH1152,Plant #4,leaf,FSP53 10 4/2,FSP53,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e4
SH1152,Plant #5,leaf,FSP53 10 6,FSP53,1000000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e6
SH1152,Plant #5,leaf,FSP53  10 6/2,FSP53,500000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e6
SH1152,Plant #5,leaf,FSP53  10 5,FSP53,100000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e5
SH1152,Plant #5,leaf,FSP53  10 5/2,FSP53,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e5
SH1152,Plant #5,leaf,FSP53  10 4,FSP53,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e4
SH1152,Plant #5,leaf,FSP53 10 4/2,FSP53,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e4
SH1152,Plant #6,leaf,FSP53 10 6,FSP53,1000000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e6
SH1152,Plant #6,leaf,FSP53  10 6/2,FSP53,500000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e6
SH1152,Plant #6,leaf,FSP53  10 5,FSP53,100000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e5
SH1152,Plant #6,leaf,FSP53  10 5/2,FSP53,50000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e5
SH1152,Plant #6,leaf,FSP53  10 4,FSP53,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_1e4
SH1152,Plant #6,leaf,FSP53 10 4/2,FSP53,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP53,,,1,,,,FSP53,FSP53_0.5e4
SH1152,Plant #1,leaf,Mixture 10 6,Mixture 10 6,1000000,2.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e6
SH1152,Plant #1,leaf,Mixture 10 5,Mixture 10 5,100000,1.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e5
SH1152,Plant #1,leaf,Mixture 10 4,Mixture 10 4,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e4
SH1152,Plant #2,leaf,Mixture 10 6,Mixture 10 6,1000000,3,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e6
SH1152,Plant #2,leaf,Mixture 10 5,Mixture 10 5,100000,1.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e5
SH1152,Plant #2,leaf,Mixture 10 4,Mixture 10 4,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e4
SH1152,Plant #3,leaf,Mixture 10 6,Mixture 10 6,1000000,2,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e6
SH1152,Plant #3,leaf,Mixture 10 5,Mixture 10 5,100000,1.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e5
SH1152,Plant #3,leaf,Mixture 10 4,Mixture 10 4,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e4
SH1152,Plant #4,leaf,Mixture 10 6,Mixture 10 6,1000000,2.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e6
SH1152,Plant #4,leaf,Mixture 10 5,Mixture 10 5,100000,2,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e5
SH1152,Plant #4,leaf,Mixture 10 4,Mixture 10 4,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e4
SH1152,Plant #5,leaf,Mixture 10 6,Mixture 10 6,1000000,2,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e6
SH1152,Plant #5,leaf,Mixture 10 5,Mixture 10 5,100000,1.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e5
SH1152,Plant #5,leaf,Mixture 10 4,Mixture 10 4,10000,2,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e4
SH1152,Plant #6,leaf,Mixture 10 6,Mixture 10 6,1000000,3.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e6
SH1152,Plant #6,leaf,Mixture 10 5,Mixture 10 5,100000,1.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e5
SH1152,Plant #6,leaf,Mixture 10 4,Mixture 10 4,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,FSP35,FSP53,,1,1,,FSP35+FSP53,,FSP35+FSP53_1e4
BTx398,,leaf,AMP155 10 6,AMP155,1000000,3.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e6
BTx398,,leaf,AMP155 10 6,AMP155,1000000,3.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e6
BTx398,,leaf,AMP155 10 6,AMP155,1000000,3.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e6
BTx398,,leaf,AMP155 10 6,AMP155,1000000,3,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e6
BTx398,,leaf,AMP155 10 6,AMP155,1000000,2.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e6
BTx398,,leaf,AMP155 10 6,AMP155,1000000,2.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e6
BTx398,,leaf,AMP155 10 6/2,AMP155,500000,2.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e6
BTx398,,leaf,AMP155 10 6/2,AMP155,500000,3,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e6
BTx398,,leaf,AMP155 10 6/2,AMP155,500000,2.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e6
BTx398,,leaf,AMP155 10 6/2,AMP155,500000,2,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e6
BTx398,,leaf,AMP155 10 6/2,AMP155,500000,2,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e6
BTx398,,leaf,AMP155 10 6/2,AMP155,500000,1.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e6
BTx398,,leaf,AMP155 10 5,AMP155,100000,1.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e5
BTx398,,leaf,AMP155 10 5,AMP155,100000,2,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e5
BTx398,,leaf,AMP155 10 5,AMP155,100000,1.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e5
BTx398,,leaf,AMP155 10 5,AMP155,100000,2.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e5
BTx398,,leaf,AMP155 10 5,AMP155,100000,2,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e5
BTx398,,leaf,AMP155 10 5,AMP155,100000,2.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e5
BTx398,,leaf,AMP155 10 5/2,AMP155,50000,2,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e5
BTx398,,leaf,AMP155 10 5/2,AMP155,50000,1.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e5
BTx398,,leaf,AMP155 10 5/2,AMP155,50000,1.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e5
BTx398,,leaf,AMP155 10 5/2,AMP155,50000,1.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e5
BTx398,,leaf,AMP155 10 5/2,AMP155,50000,1.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e5
BTx398,,leaf,AMP155 10 5/2,AMP155,50000,2.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e5
BTx398,,leaf,AMP155 10 4,AMP155,10000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e4
BTx398,,leaf,AMP155 10 4,AMP155,10000,1.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e4
BTx398,,leaf,AMP155 10 4,AMP155,10000,1.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e4
BTx398,,leaf,AMP155 10 4,AMP155,10000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e4
BTx398,,leaf,AMP155 10 4,AMP155,10000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e4
BTx398,,leaf,AMP155 10 4,AMP155,10000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_1e4
BTx398,,leaf,AMP155 10 4/2,AMP155,5000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e4
BTx398,,leaf,AMP155 10 4/2,AMP155,5000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e4
BTx398,,leaf,AMP155 10 4/2,AMP155,5000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e4
BTx398,,leaf,AMP155 10 4/2,AMP155,5000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e4
BTx398,,leaf,AMP155 10 4/2,AMP155,5000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e4
BTx398,,leaf,AMP155 10 4/2,AMP155,5000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP155,,,1,,,,AMP155,AMP155_0.5e4
BTx398,,leaf,AMP170 10 6,AMP170,1000000,1.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
BTx398,,leaf,AMP170 10 6,AMP170,1000000,2,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
BTx398,,leaf,AMP170 10 6,AMP170,1000000,1.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
BTx398,,leaf,AMP170 10 6,AMP170,1000000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
BTx398,,leaf,AMP170 10 6,AMP170,1000000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
BTx398,,leaf,AMP170 10 6,AMP170,1000000,1.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
BTx398,,leaf,AMP170 10 6/2,AMP170,500000,1.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
BTx398,,leaf,AMP170 10 6/2,AMP170,500000,2.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
BTx398,,leaf,AMP170 10 6/2,AMP170,500000,1.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
BTx398,,leaf,AMP170 10 6/2,AMP170,500000,1.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
BTx398,,leaf,AMP170 10 6/2,AMP170,500000,1.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
BTx398,,leaf,AMP170 10 6/2,AMP170,500000,3.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
BTx398,,leaf,AMP170 10 5,AMP170,100000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
BTx398,,leaf,AMP170 10 5,AMP170,100000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
BTx398,,leaf,AMP170 10 5,AMP170,100000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
BTx398,,leaf,AMP170 10 5,AMP170,100000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
BTx398,,leaf,AMP170 10 5,AMP170,100000,1.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
BTx398,,leaf,AMP170 10 5,AMP170,100000,1.33,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
BTx398,,leaf,AMP170 10 5/2,AMP170,50000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
BTx398,,leaf,AMP170 10 5/2,AMP170,50000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
BTx398,,leaf,AMP170 10 5/2,AMP170,50000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
BTx398,,leaf,AMP170 10 5/2,AMP170,50000,1.67,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
BTx398,,leaf,AMP170 10 5/2,AMP170,50000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
BTx398,,leaf,AMP170 10 5/2,AMP170,50000,1,FALSE,BTx398_Mixture_con2.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
